1	1	0	-0.218955	-0.26219	16.2659
2	1	0	2.5552	4.61567	16.3002
3	1	0	-0.208658	3.00444	4.83503
4	1	0	2.64006	1.36061	7.10191
5	1	0	2.64126	7.94611	4.89496
6	1	0	-0.171835	6.2711	7.08065
7	1	0	2.57528	-0.270145	16.2864
8	1	0	-0.216352	4.61465	16.303
9	1	0	2.67003	3.0167	4.84359
10	1	0	-0.151933	1.34817	7.09223
11	1	0	-0.15527	7.94646	4.88277
12	1	0	2.62486	6.26467	7.15432
13	1	0	3.99533	2.1658	16.3095
14	1	0	1.20084	0.576376	4.81147
15	1	0	1.18041	7.06107	16.3573
16	1	0	4.05356	5.45894	4.88084
17	1	0	1.25133	3.8059	7.1119
18	1	0	4.01653	8.7023	7.18421
19	1	0	1.19055	2.17598	16.2783
20	1	0	4.03743	0.54287	4.81063
21	1	0	4.00566	7.02709	16.3505
22	1	0	1.23126	5.45438	4.81515
23	1	0	4.09294	3.82771	7.12251
24	1	0	1.19227	8.72292	7.18879
25	1	0	5.42893	-0.264116	16.2896
26	1	0	8.22113	4.63634	16.3256
27	1	0	5.45731	2.98728	4.85248
28	1	0	8.28127	1.38033	7.08359
29	1	0	8.2277	7.88018	4.84173
30	1	0	5.48567	6.27227	7.18961
31	1	0	8.24438	-0.207868	16.2892
32	1	0	5.41185	4.63164	16.347
33	1	0	8.27586	3.0105	4.83857
34	1	0	5.47728	1.35618	7.09881
35	1	0	5.40727	7.90162	4.90182
36	1	0	8.31382	6.31887	7.16654
37	1	0	9.64476	2.20884	16.3294
38	1	0	6.87489	0.561257	4.83541
39	1	0	6.83012	7.06981	16.3226
40	1	0	9.66797	5.45118	4.884
41	1	0	6.86152	3.8473	7.15646
42	1	0	9.69445	8.67187	7.10878
43	1	0	6.80531	2.17823	16.2844
44	1	0	9.72143	0.579528	4.7895
45	1	0	9.64157	7.08246	16.3095
46	1	0	6.844	5.46851	4.84528
47	1	0	9.68622	3.80261	7.14447
48	1	0	6.8392	8.72736	7.16703
49	1	0	11.1159	-0.256103	16.2975
50	1	0	13.9264	4.6392	16.3592
51	1	0	11.107	3.0105	4.88192
52	1	0	13.9418	1.34947	7.17589
53	1	0	13.9467	7.84067	4.82618
54	1	0	11.1327	6.20919	7.13732
55	1	0	13.9278	-0.254267	16.3216
56	1	0	11.1026	4.62715	16.3037
57	1	0	13.947	2.98377	4.8933
58	1	0	11.1199	1.41193	7.12141
59	1	0	11.1108	7.85863	4.8479
